-1,업종명,업소명,주소,전화번호,위도,경도,웹페이지,가격대,메뉴,평점 ,별점1,,별점2,리뷰2,별점3,리뷰3,별점4,리뷰4,별점5,리뷰5
125,일반음식점,성미식당, 청주시 흥덕구 월명로 46 (봉명동),043-264-0011,36.6308613,127.455876,https://store.naver.com/restaurants/detail?id=17783622,7000,한식,,,,,,,,,,,
126,일반음식점,호야식당, 청주시 흥덕구 성봉로 277 (복대동 (1층)),043-264-2291,36.6250107,127.4478117,https://store.naver.com/restaurants/detail?id=20553847,4000,보리밥 콩나물밥,,,,,,,,,,,
127,일반음식점,전주식당, 청주시 흥덕구 내수동로12번길 6  효성아파트상가동 1층 4호 (복대동),043-267-0478,36.632412,127.449669,https://store.naver.com/restaurants/detail?entry=pll&id=13452940&query=%EC%A0%84%EC%A3%BC%EC%8B%9D%EB%8B%B9,15000,삼겹쌈밥 불낙전골 메기매운탕 소고기버섯전골,,,,,,,,,,,
128,일반음식점,서당골에가면, 청주시 흥덕구 내수동로55번길 10-4 (복대동 외 2필지(1층)),043-268-5294,36.6329366,127.4518045,https://store.naver.com/restaurants/detail?id=1887322321,17000,뷔페,,,,,,,,,,,
129,일반음식점,전설의불닭, 청주시 흥덕구 내수동로42번길 8 (복대동 (1층)),043-277-9233,36.6266602,127.4543773,https://store.naver.com/restaurants/detail?id=1753324723,9000,불닭발 ,,,,,,,,,,,
130,일반음식점,송도횟집, 청주시 흥덕구 복대로 106  삼일아파트상가동 1층 2호 (복대동),043-225-3989,36.623739,127.4473949,https://store.naver.com/restaurants/detail?id=21308074,25000,송어회,,,,,,,,,,,
131,일반음식점,몰리라이브, 청주시 흥덕구 가경로173번길 6 (가경동 (지하1층)),043-231-0877,,,,,,,,,,,,,,,,
132,일반음식점,황금돼지, 청주시 흥덕구 신율로111번길 52 (복대동 (1층)),043-231-2048,,,,,,,,,,,,,,,,
133,일반음식점,힐링호프, 청주시 흥덕구 신율로 121 (복대동),043-231-5792,,,,,,,,,,,,,,,,
134,일반음식점,체로키돈가스가경본점, 청주시 흥덕구 가경로189번길 7-1 (가경동),043-232-0629,,,,,,,,,,,,,,,,
135,일반음식점,임실치즈피자, 청주시 흥덕구 복대로 94  1층 (복대동  형석아파트상가동111 112 113호),043-232-0987,36.6252178,127.4408985,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %ED%9D%A5%EB%8D%95%EA%B5%AC %EC%9E%84%EC%8B%A4%EC%B9%98%EC%A6%88%ED%94%BC%EC%9E%90&oquery=%EC%B2%AD%EC%A3%BC %EC%B2%B4%EB%A1%9C%ED%82%A4%EB%8F%88%EA%B9%8C%EC%8A%A4&tqi=Uq%2FxalprvTVsskvSUOVssssssFN-371966,30000,피자 오븐스파게티,,,,,,,,,,,
136,일반음식점,옛날밥집, 청주시 흥덕구 풍산로109번길 13 (복대동 (1층)),043-232-2242,36.6236848,127.4420555,https://store.naver.com/restaurants/detail?id=1524912184,7000,한식,,,,,,,,,,,
137,일반음식점,뺑이콩나물, 청주시 흥덕구 복대로 207 (복대동 (1층)),043-232-4336,36.6349496,127.4383304,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EB%BA%91%EC%9D%B4%EC%BD%A9%EB%82%98%EB%AC%BC&oquery=%EC%B2%AD%EC%A3%BC %ED%9D%A5%EB%8D%95%EA%B5%AC %EC%9E%84%EC%8B%A4%EC%B9%98%EC%A6%88%ED%94%BC%EC%9E%90&tqi=Uq%2FymwprvmsssfIdCv4ssssstG4-383463,8000,닭도리탕 콩나물해장국 오징어볶음 제육볶음 파전,,,,,,,,,,,
138,일반음식점,빼돌린뒷고기, 청주시 흥덕구 풍산로 121-1 (복대동 (1층)),043-232-4800,36.6293532,127.4412321,,7000,뒷고기 뽈살 막창,,,,,,,,,,,
139,일반음식점,태성순대촌, 청주시 흥덕구 복대로146번길 5-10 (복대동),043-232-5283,,,,,,,,,,,,,,,,
140,일반음식점,영상식당, 청주시 흥덕구 풍산로 114 (복대동 (1층)),043-232-8005,,,,,,,,,,,,,,,,
141,일반음식점,서부의사나이, 청주시 흥덕구 풍산로 105 (복대동),043-232-9555,,,,,,,,,,,,,,,,
142,일반음식점,우왕우, 청주시 흥덕구 복대로200번길 4 (복대동),043-232-9592,,,,,,,,,,,,,,,,
143,일반음식점,두툼이생고기, 청주시 흥덕구 복대로 130-1 (복대동 (1층)),043-233-0088,36.6280433,127.4390143,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EB%91%90%ED%88%BC%EC%9D%B4%EC%83%9D%EA%B3%A0%EA%B8%B0&oquery=%EC%B2%AD%EC%A3%BC %EC%84%9C%EB%B6%80%EC%9D%98%EC%82%AC%EB%82%98%EC%9D%B4&tqi=Uq%2F16sp0YiRssn1AP%2FGsssssttN-035510,12000,생삼겹살 항정살 우삼겹 양념불고기,,,,,,,,,,,
144,일반음식점,맥시칸치킨, 청주시 흥덕구 가경로161번길 8-2 (가경동),043-233-2119,36.6290569,127.4339944,http://www.mexican.co.kr/2020/inner.php?sMenu=main,18000,치킨,,,,,,,,,,,
145,일반음식점,장군김밥, 청주시 흥덕구 가경로 123 (가경동 (1층)),043-233-3036,36.6259128,127.4355659,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EC%9E%A5%EA%B5%B0%EA%B9%80%EB%B0%A5&oquery=%EB%A7%A5%EC%8B%9C%EC%B9%B8%EC%B9%98%ED%82%A8 %EB%A9%94%EB%89%B4 %EA%B0%80%EA%B2%A9&tqi=Uq%2F2Ssp0Yidssh70XD0ssssstLG-149714,5000,김밥 돈까스 라면 잔치국수 김치찌개 육개장,,,,,,,,,,,
146,일반음식점,청주함흥면옥, 청주시 흥덕구 복대로 191  1층 (복대동),043-233-3551,36.6336438,127.4383533,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EC%B2%AD%EC%A3%BC%ED%95%A8%ED%9D%A5%EB%A9%B4%EC%98%A5&oquery=%EC%B2%AD%EC%A3%BC %EC%9E%A5%EA%B5%B0%EA%B9%80%EB%B0%A5&tqi=Uq%2F2Edp0YidsshWsQFRssssst4C-335801,10000,육회 돼지갈비 삼겹살 회냉면 냉면,,,,,,,,,,,
147,일반음식점,명동김밥, 청주시 흥덕구 가경로 9-6 (가경동 (1층)),043-233-3883,36.6168613,127.4411822,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EB%AA%85%EB%8F%99%EA%B9%80%EB%B0%A5&oquery=%EC%B2%AD%EC%A3%BC %EC%B2%AD%EC%A3%BC%ED%95%A8%ED%9D%A5%EB%A9%B4%EC%98%A5&tqi=Uq%2F28sp0Jy0ss46aA4Gssssstpd-323124,4000,김밥 라면 올갱이국 김치찌개 된장찌개,,,,,,,,,,,
148,일반음식점,복대순대, 청주시 흥덕구 풍산로 112 (복대동 (1층)),043-233-3886,36.6290721,127.4401071,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EB%B3%B5%EB%8C%80%EC%88%9C%EB%8C%80&oquery=%EC%B2%AD%EC%A3%BC %EB%AA%85%EB%8F%99%EA%B9%80%EB%B0%A5&tqi=Uq%2F3dsp0YiRssUTzuThssssstwd-098675,7000,국밥 술국 순대 머리고기,,,,,,,,,,,
149,일반음식점,먹는족족, 청주시 흥덕구 가경로 179 (가경동 1층),043-233-5768,36.6307915,127.433955,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EB%A8%B9%EB%8A%94%EC%A1%B1%EC%A1%B1&oquery=%EC%B2%AD%EC%A3%BC %EB%B3%B5%EB%8C%80%EC%88%9C%EB%8C%80&tqi=Uq%2F3mwp0JywssLutEt0ssssstQ0-278808,30000,족발 보쌈,,,,,,,,,,,
150,일반음식점,내고향왕족발 , 청주시 흥덕구 가경로 151 (가경동),043-233-5800,36.6283587,127.434619,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EB%82%B4%EA%B3%A0%ED%96%A5%EC%99%95%EC%A1%B1%EB%B0%9C &oquery=%EC%B2%AD%EC%A3%BC %EB%A8%B9%EB%8A%94%EC%A1%B1%EC%A1%B1&tqi=Uq%2F30wp0Jy0ss4ZSe28ssssssUG-442333,26000,족발 쟁반국수,,,,,,,,,,,
151,일반음식점,페리카나치킨복대점, 청주시 흥덕구 복대로199번길 3 (복대동 (1층)),043-233-6991,36.634228,127.4383848,https://www.pelicana.co.kr/main.html,18000,치킨,,,,,,,,,,,
152,일반음식점,웰빙타운7080, 청주시 흥덕구 가경로 115 (가경동 외 1필지(1층)),043-233-7082,36.625066,127.436197,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EC%9B%B0%EB%B9%99%ED%83%80%EC%9A%B47080&oquery=%ED%8E%98%EB%A6%AC%EC%B9%B4%EB%82%98%EC%B9%98%ED%82%A8 %EA%B0%80%EA%B2%A9&tqi=Uq%2FGwdp0Jy0ss4lB2Whssssst1s-414382,10000,생삽겹살 생목살 족발,,,,,,,,,,,
153,일반음식점,감탄 떡볶이(가경점), 청주시 흥덕구 가경로 157 (가경동 (1층)),043-233-8661,36.6288432,127.4343549,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EA%B0%90%ED%83%84 %EB%96%A1%EB%B3%B6%EC%9D%B4%28%EA%B0%80%EA%B2%BD%EC%A0%90%29&oquery=%EC%B2%AD%EC%A3%BC %EC%9B%B0%EB%B9%99%ED%83%80%EC%9A%B47080&tqi=Uq%2FG2wp0YidsshE2aW8ssssssys-223397,1500,떡볶이 오뎅 튀김 순대,,,,,,,,,,,
154,일반음식점,우정포차, 청주시 흥덕구 복대로 106  10동 1층 8호 (복대동  삼일아파트상가),043-233-9349,36.6267574,127.4400108,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EC%9A%B0%EC%A0%95%ED%8F%AC%EC%B0%A8&oquery=%EC%B2%AD%EC%A3%BC %EA%B0%90%ED%83%84 %EB%96%A1%EB%B3%B6%EC%9D%B4%28%EA%B0%80%EA%B2%BD%EC%A0%90%29&tqi=Uq%2FHosp0J1ZssldKGv4ssssssw4-407633,50000,회 매운탕,,,,,,,,,,,
155,일반음식점,장백산, 청주시 흥덕구 가경로161번길 15-3 (가경동 (1층)),043-234-0020,36.6286564,127.4337312,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EC%9E%A5%EB%B0%B1%EC%82%B0&oquery=%EC%B2%AD%EC%A3%BC %EC%9A%B0%EC%A0%95%ED%8F%AC%EC%B0%A8&tqi=Uq%2FHowp0J1ZssQ2Kf44ssssss%2F4-379869,15000,탕수육 짜장면 짬뽕 유산슬 팔보채 난자완스 깐쇼새우 고추잡채,,,,,,,,,,,
156,일반음식점,팝핑컵, 청주시 흥덕구 신율로 115 (복대동 (1층)),043-234-1123,,,,,,,,,,,,,,,,
157,일반음식점,꿈의대화, 청주시 흥덕구 풍산로 129 (복대동 (1층)),043-234-1365,,,,,,,,,,,,,,,,
158,일반음식점,집밥, 청주시 흥덕구 복대로146번길 25-5 (복대동 (1층)),043-234-1537,,,,,,,,,,,,,,,,
159,일반음식점,세븐(7), 청주시 흥덕구 복대로158번길 7 (복대동),043-234-2665,,,,,,,,,,,,,,,,
160,일반음식점,김밥천국, 청주시 흥덕구 복대로219번길 59-2 (복대동 (1층)),043-234-3129,36.6360062,127.4349737,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EB%B3%B5%EB%8C%80%EB%8F%99 %EA%B9%80%EB%B0%A5%EC%B2%9C%EA%B5%AD&oquery=%EC%B2%AD%EC%A3%BC %EA%B9%80%EB%B0%A5%EC%B2%9C%EA%B5%AD&tqi=Uq%2FIjwp0J1sssUrgRNRssssst78-030795,3000,김밥 참치볶음밥 순두부찌개 비빔밥 오므라이스 육개장 돈까스 된장찌개,,,,,,,,,,,
161,일반음식점,페리카나치킨가경점, 청주시 흥덕구 풍산로 103 (복대동),043-234-4420,36.634228,127.4383848,https://www.pelicana.co.kr/main.html,18000,치킨,,,,,,,,,,,
162,일반음식점,육류일번지, 청주시 흥덕구 풍산로118번길 13-2 (복대동 (1층)),043-234-4474,36.6285247,127.4407976,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EC%9C%A1%EB%A5%98%EC%9D%BC%EB%B2%88%EC%A7%80&oquery=%EC%B2%AD%EC%A3%BC %EB%B3%B5%EB%8C%80%EB%8F%99 %EA%B9%80%EB%B0%A5%EC%B2%9C%EA%B5%AD&tqi=Uq%2FINlp0YiRssUeiD2KssssstMV-236112,11000,생삼겹살 생목살 항지살 차돌박이,,,,,,,,,,,
163,일반음식점,광해  Pub, 청주시 흥덕구 가경로 9-9 (가경동 (106  107  108호)),043-234-5051,36.6162877,127.4410902,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EC%B2%AD%EC%A3%BC %EA%B4%91%ED%95%B4  Pub&oquery=%EC%B2%AD%EC%A3%BC %EC%9C%A1%EB%A5%98%EC%9D%BC%EB%B2%88%EC%A7%80&tqi=Uq%2FJtdp0J1sssUqUncKssssssTN-310994,15000,생맥주 육포 나쵸 감자튀김 치킨샐러드 소시지 새우튀김 닭발,,,,,,,,,,,
164,일반음식점,성가네식당, 청주시 흥덕구 복대로219번길 59-1 (복대동 (1층)),043-234-5827,,,,,,,,,,,,,,,,
165,일반음식점,원앙분식, 청주시 흥덕구 가경로161번길 7-2 (가경동),043-234-6166,36.6310979,127.4357123,https://store.naver.com/restaurants/detail?id=1262781057,7000,한식,,,,,,,,,,,
166,일반음식점,아바이순대, 청주시 흥덕구 풍산로109번길 10 (복대동 (1층)),043-234-6877,,,,,,,,,,,,,,,,
167,일반음식점,곤지암소머리국밥, 청주시 흥덕구 복대로 187 (복대동),043-234-6883,36.6312112,127.425355,https://store.naver.com/restaurants/detail?id=17476439,8000,소머리국밥,,,,,,,,,,,
168,일반음식점,생고기한약돼지숯불구이전문점, 청주시 흥덕구 성봉로 287 (복대동),043-234-7219,,,,,,,,,,,,,,,,
169,일반음식점,팔팔대게수산, 청주시 흥덕구 복대로 102  1층 106 107호 (복대동),043-234-7709,,,,,,,,,,,,,,,,
170,일반음식점,수준이다른치킨 청주점, 청주시 흥덕구 풍산로 137 (복대동 (1층)),043-234-8005,,,,,,,,,,,,,,,,
171,일반음식점,장풍중화요리, 청주시 흥덕구 복대로190번길 3 (복대동 (2층)),043-234-8128,,,,,,,,,,,,,,,,
172,일반음식점,춘천닭갈비, 청주시 흥덕구 풍산로 106 (복대동),043-234-8514,,,,,,,,,,,,,,,,
173,일반음식점,미소김밥, 청주시 흥덕구 가경로149번길 1 (가경동 (1층)),043-234-8910,,,,,,,,,,,,,,,,
174,일반음식점,뚱땡이제주삼다돼지고을, 청주시 흥덕구 복대로158번길 7 (복대동),043-234-9462,,,,,,,,,,,,,,,,
175,일반음식점,순천식당, 청주시 흥덕구 풍산로118번길 5-2 (복대동),043-235-0101,,,,,,,,,,,,,,,,
176,일반음식점,동화나라, 청주시 흥덕구 풍산로 118 (복대동 (1층)),043-235-0244,,,,,,,,,,,,,,,,
177,일반음식점,버거팜스, 청주시 흥덕구 풍산로118번길 27-2 (복대동 (1층)),043-235-2223,,,,,,,,,,,,,,,,
178,일반음식점,옛고을보리밥, 청주시 흥덕구 가경로149번길 8-4 (가경동 (1층)),043-235-2908,,,,,,,,,,,,,,,,
179,일반음식점,술한잔흐트러지게마시자, 청주시 흥덕구 가경로173번길 6 (가경동),043-235-3727,,,,,,,,,,,,,,,,
180,일반음식점,땅끝회마을, 청주시 흥덕구 복대로118번길 16 (복대동  삼일아파트),043-235-6554,,,,,,,,,,,,,,,,
181,일반음식점,장터뼈다귀해장국, 청주시 흥덕구 복대로146번길 5-8 (복대동),043-235-5503,,,,,,,,,,,,,,,,
182,일반음식점,대박식당, 청주시 흥덕구 복대로 194 (복대동),043-235-6787,,,,,,,,,,,,,,,,
183,일반음식점,행복한밥상, 청주시 흥덕구 풍산로118번길 6-1  1층 (복대동),043-235-6844,,,,,,,,,,,,,,,,
184,일반음식점,복대술거리, 청주시 흥덕구 복대로190번길 3 (복대동 (1층)),043-235-8694,,,,,,,,,,,,,,,,
185,일반음식점,허브두마리치킨, 청주시 흥덕구 가경로173번길 24 (가경동 (1층)),043-235-8882,,,,,,,,,,,,,,,,
186,일반음식점,우리집순대, 청주시 흥덕구 복대로219번길 54 (복대동 (1층)),043-235-9135,,,,,,,,,,,,,,,,
187,일반음식점,동화스넥, 청주시 흥덕구 풍산로 14 (가경동),043-235-9942,,,,,,,,,,,,,,,,
188,일반음식점,서울왕만두, 청주시 흥덕구 풍산로 113 (복대동),043-236-1122,,,,,,,,,,,,,,,,
189,일반음식점,용우동, 청주시 흥덕구 가경로 9-8 (가경동 (1층)),043-236-2230,,,,,,,,,,,,,,,,
190,일반음식점,장성, 청주시 흥덕구 복대로158번길 12-1 (복대동),043-236-3364,,,,,,,,,,,,,,,,
191,일반음식점,바다향기, 청주시 흥덕구 신율로 129-1  1층 (복대동),043-236-3539,,,,,,,,,,,,,,,,
192,일반음식점,원님마을, 청주시 흥덕구 복대로200번길 10-1 (복대동),043-236-3960,,,,,,,,,,,,,,,,
193,일반음식점,간이역대원점, 청주시 흥덕구 복대로219번길 59-1 (복대동 (1층)),043-236-6235,,,,,,,,,,,,,,,,
194,일반음식점,달맞이, 청주시 흥덕구 풍년로 87 (가경동 (1층)),043-236-7829,,,,,,,,,,,,,,,,
195,일반음식점,피자나라치킨공주, 청주시 흥덕구 풍산로109번길 16 (복대동 (1층)),043-236-9226,,,,,,,,,,,,,,,,
196,일반음식점,동해루, 청주시 흥덕구 풍산로106번길 10 (복대동 (1층)),043-237-3324,,,,,,,,,,,,,,,,
197,일반음식점,가마솥, 청주시 흥덕구 복대로190번길 28 (복대동),043-237-7173,,,,,,,,,,,,,,,,
198,일반음식점,마산아구찜, 청주시 흥덕구 풍산로 112  1층 (복대동),043-237-8003,,,,,,,,,,,,,,,,
199,일반음식점,평양녹두빈대떡, 청주시 흥덕구 풍산로 122-1 (복대동 (1층)),043-237-8784,,,,,,,,,,,,,,,,
200,일반음식점,보아식당, 청주시 흥덕구 복대로220번길 14 (복대동 외 1필지(1층)),043-238-0427,,,,,,,,,,,,,,,,
201,일반음식점,남해참치&숙성회, 청주시 흥덕구 복대로 132 (복대동  (1층)),043-238-1811,,,,,,,,,,,,,,,,
202,일반음식점,25시해장국, 청주시 흥덕구 가경로 16-8 (가경동 (1층)),043-238-5525,,,,,,,,,,,,,,,,
203,일반음식점,달꾸오레, 청주시 흥덕구 복대로 175 (복대동 외1필지(2층)),043-238-8636,,,,,,,,,,,,,,,,
204,일반음식점,동청쭈꾸미.보쌈, 청주시 흥덕구 서경로16번길 21 (가경동 (1층)),043-239-0333,,,,,,,,,,,,,,,,
205,일반음식점,밀가, 청주시 흥덕구 복대로 225 (복대동),043-239-5656,,,,,,,,,,,,,,,,
206,일반음식점,고향마을, 청주시 흥덕구 봉명로 185  1층 (봉명동),043-252-9204,,,,,,,,,,,,,,,,
207,일반음식점,욱한숯불생갈비, 청주시 흥덕구 내수동로 19 (복대동),043-253-8101,,,,,,,,,,,,,,,,
208,일반음식점,두메골생고기, 청주시 흥덕구 내수동로 13 (복대동 (1층)),043-260-6692,,,,,,,,,,,,,,,,
209,일반음식점,김밥마트, 청주시 흥덕구 충대로 5  1층 (복대동),043-262-0054,,,,,,,,,,,,,,,,
210,일반음식점,탐라생고기, 청주시 흥덕구 충대로14번길 52  1층 (복대동),043-262-0187,,,,,,,,,,,,,,,,
211,일반음식점,치킨맥주&포장마차, 청주시 흥덕구 천석로 52 (봉명동),043-262-1854,,,,,,,,,,,,,,,,
212,일반음식점,켄터베리두마리치킨, 청주시 흥덕구 성봉로 253  1층 (복대동),043-262-1950,,,,,,,,,,,,,,,,
213,일반음식점,고향촌, 청주시 흥덕구 월명로5번길 16 (복대동),043-262-3504,,,,,,,,,,,,,,,,
214,일반음식점,대동양꼬치양다리전문점, 청주시 흥덕구 내수동로42번길 3 (복대동),043-262-3531,,,,,,,,,,,,,,,,
215,일반음식점,백운가든, 청주시 흥덕구 월명로 64 (봉명동),043-262-3705,,,,,,,,,,,,,,,,
216,일반음식점,그린치킨호프 , 청주시 흥덕구 신율로 132 (복대동),043-262-4563,,,,,,,,,,,,,,,,
217,일반음식점,진천장터순대, 청주시 흥덕구 봉명로 231-1 (봉명동),043-262-4807,,,,,,,,,,,,,,,,
218,일반음식점,무교동, 청주시 흥덕구 월명로 25 (봉명동),043-263-1795,,,,,,,,,,,,,,,,
219,일반음식점,옹골진치킨, 청주시 흥덕구 내수동로 65 (복대동),043-263-5469,,,,,,,,,,,,,,,,
220,일반음식점,보쌈당한족발, 청주시 흥덕구 내수동로 38-2 (복대동),043-263-8241,,,,,,,,,,,,,,,,
221,일반음식점,동키치킨, 청주시 흥덕구 성봉로 255 (복대동),043-263-9393,,,,,,,,,,,,,,,,
222,일반음식점,사다리봉명1점, 청주시 흥덕구 봉명로 233 (봉명동),043-264-0415,,,,,,,,,,,,,,,,
223,일반음식점,민비아구찜해물찜, 청주시 흥덕구 성봉로 239 (복대동 (1층)),043-264-1663,,,,,,,,,,,,,,,,
